,id,full_name,surname,name,paternal,position,office,region,year,income,income_family,income_salary,income_salary_family,income_teaching,income_teaching_family,income_royalties,income_royalties_family,income_dividents,income_dividents_family,income_help,income_help_family,income_gifts,income_gifts_family,bank_deps,bank_deps_family,flat_area,flat_area_family,house_area,house_area_family,land_area,land_area_family,cars,cars_family,cars_cargo,cars_cargo_family,cars_info,cars_family_info,cars_info_year,cars_family_info_year,off,income_vs_salary,income_vs_family,land_vs_family,flat_vs_family,house_vs_family,cars_vs_family,link,,,name1,,
2931,chesno_2328,Денисенко Анатолій Петрович,Денисенко,Анатолій,Петрович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,071,829.00",34214,170324,24214,0,0,0,0,0,0,0,0,0,0,505800,140479,168.8,44.5,732.4,246.13,0,0,1,2,0,0,"Mercedes-Benz GL450 4Matic 4500 куб. см, 250, 07 кВт",Mercedes-Benz ML350 3498 куб. см;Porsche Cayenne V6 3598 куб. см,2008,2013;2012,парламент,23.90637256,0.008402612192,0,0.2636255924,0.3360595303,2,http://declarations.com.ua/declaration/chesno_2328,,,Денисенко,Анатолій,Петрович
11069,chesno_2398,Семерак Остап Михайлович,Семерак,Остап,Михайлович,міністр кабінету міністрів,Кабінет міністрів,Загальнодержавний регіон,2014,"4,088,524.86",0,135479.86,0,0,0,0,0,0,0,0,0,0,0,0,0,218,170,0,0,0,0,1,1,0,0,Jaguar S-Type 2967 куб. см,Toyota Camry 2362 куб. см,2006,2011,кабмін,30.17810072,0,0,0.7798165138,0,1,http://declarations.com.ua/declaration/chesno_2398,,,Семерак,Остап,Михайлович
11236,chesno_702,Развадовський Віктор Йосипович,Развадовський,Віктор,Йосипович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"4,091,610.00",152194,316738,0,0,0,0,0,304975,140194,7789,0,0,0,9.00E+05,0,0,0,0,0,0,0,2,1,0,0,Mercedes-Benz 5500L ;Volkswagen  2000,Toyota RAV 2000,2011;2012,2004,парламент,12.91796374,0.03719660476,0,0,0,0.5,http://declarations.com.ua/declaration/chesno_702,,,Развадовський,Віктор,Йосипович
8467,chesno_1785,Табачнік Яків Піневич,Табачнік,Яків,Піневич,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"4,091,929.78",399819.35,242082.69,143921.28,0,0,107.21,285.07,3436567.04,0,0,0,0,0,0,0,933,225.6,883,1399.7,0,0,3,4,0,0,"Mercedes-Benz  5461;Maybach  62, 5513;Hummer H2 5967",Porsche Cayenne 4806;Lexus RX 400 3311;Mitsubishi Pajero 3000 ;Mitsubishi Pajero 3000,2010;2003;2008,2009;2006;2007;2007,парламент,16.90302508,0.09770924026,0,0.2418006431,1.585164213,1.333333333,http://declarations.com.ua/declaration/chesno_1785,,,Табачнік,Яків,Піневич
5894,chesno_2289,Власенко Сергій Володимирович,Власенко,Сергій,Володимирович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,322,696.00",0,122996,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,530,0,0,0,2,0,0,0,Lexus LS 600h ;Lexus SC 430,,2014;2003,,парламент,35.14501285,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2289,,,Власенко,Сергій,Володимирович
5733,chesno_341,Циркін Ігор Маркович,Циркін,Ігор,Маркович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"4,324,656.00",45100,100761,9549,0,0,0,0,4052547,0,0,0,0,0,0,0,48.7,0,0,0,0,0,1,1,0,0,Hyundai HI 2500 см3,Porsche Cayenne NC 2800 см3,2011,2010,парламент,42.91993926,0.01042857513,0,0,0,1,http://declarations.com.ua/declaration/chesno_341,,,Циркін,Ігор,Маркович
8527,chesno_1854,Развадовський Віктор Йосипович,Развадовський,Віктор,Йосипович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"4,440,851.00",177885,254658,49225,0,0,0,0,296707,115860,35582,0,0,0,1400000,0,340.6,0,844.9,318.6,0,0,1,1,0,0,Land Rover Range Rover 3467,Toyota RAV-2000,2013,2013,парламент,17.43849005,0.04005651169,0,0,0.3770860457,1,http://declarations.com.ua/declaration/chesno_1854,,,Развадовський,Віктор,Йосипович
11113,chesno_2584,Березкін Станіслав Семенович,Березкін,Станіслав,Семенович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,476,022.00",308400,165022,158400,1100000,0,0,0,0,0,0,0,0,0,0,0,0,250,340,0,0,0,1,1,0,0,"Merсedes-Benz S500 5461 куб.см, 585 кВт","Volvo XC90 2922 куб.см, 85 кВт",2007,2003,парламент,27.12378956,0.06890046564,0,1000000,0,1,http://declarations.com.ua/declaration/chesno_2584,,,Березкін,Станіслав,Семенович
11374,chesno_2416,Дідич Валентин Володимирович,Дідич,Валентин,Володимирович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,491,806.00",523529,4491806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8,190,90,0,0,2,1,1,0,Mitsubishi Carisma об'єм 1600 куб.см;Toyota Camry об'єм 2362 куб.см,Toyota Land Cruiser об'єм 3956 куб.см,2003;2007,2006,парламент,1,0.116552006,0,1000000,0.4736842105,0.5,http://declarations.com.ua/declaration/chesno_2416,,,Дідич,Валентин,Володимирович
5859,chesno_2247,Дмитренко Олег Миколайович,Дмитренко,Олег,Миколайович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,711,912.00",16792,102912,16792,0,0,0,0,4609000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,парламент,45.78583644,0.003563733788,0,0,0,0,http://declarations.com.ua/declaration/chesno_2247,,,Дмитренко,Олег,Миколайович
3098,chesno_2389,Шуфрич Нестор Іванович,Шуфрич,Нестор,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,714,045.00",0,169834,0,0,0,0,0,4532522,0,0,0,0,0,0,2923481,1348.6,0,336.3,0,0,0,3,0,0,0,Land Rover Defender об'єм циліндрів двигуна - 2402 куб. см;Mercedes-Benz G350 об'єм циліндрів двигуна -  2987 куб. см;Toyota 4Runner об'єм циліндрів двигуна - 3956 куб. см,,2008;2013;2012,,парламент,27.75678015,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2389,,,Шуфрич,Нестор,Іванович
8545,chesno_2581,Развадовський Віктор Йосипович,Развадовський,Віктор,Йосипович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,718,381.00",357527,180695,60900,0,0,0,0,317938,283827,0,0,0,0,1400000,0,340.6,0,844.9,318.6,0,0,1,1,0,0,BMW X5 об'єм - 2998,Toyota RAV 2000 куб.см,2014,2013,парламент,26.11240488,0.07577323663,0,0,0.3770860457,1,http://declarations.com.ua/declaration/chesno_2581,,,Развадовський,Віктор,Йосипович
11987,vulyk_7_9,Рябікін Павло Борисович,Рябікін,Павло,Борисович,заступник голови київської міської державної адмінстрації,Київська міська державна адміністрація,м. Київ,2014,"4,800,627.00",2727746,150340,0,0,0,0,0,0,819900,0,0,0,210000,40469,0,519.93,120.7,0,230.92,0,1369,5,1,0,0,Mercedes-Benz CL 550;Dodge Ram Van;BMW 730D;Mercedes-Benz SLK 230;Volkswagen Touareg,Porsche Cayenne;;;;,2008;2006;2014;1997;2013,2013;;;;,адміністрація,31.93180125,0.5682061947,1000000,0.2321466351,1000000,0.2,http://declarations.com.ua/declaration/vulyk_7_9,,,Рябікін,Павло,Борисович
12542,chesno_2297,Насіров Роман Михайлович,Насіров,Роман,Михайлович,голова державної фіскальної служби,Державна фіскальна служба / Державна митна служба / Державна податкова служба / Податкова інспекція / Міністерство зборів та доходів/,Загальнодержавний регіон,2014,"4,819,038.59",51066.26,4757040.01,25861.28,0,0,0,0,0,0,0,0,0,0,0,0,0,157.3,0,414.6,395,502,2,1,0,0,Toyota Camry;Lexus LX 570;;;,Land Rover Range Rover;;;;,2008;2010;;;,2013;;;;,держслужба,1.013033016,0.01059677341,1.270886076,1000000,1000000,0.5,http://declarations.com.ua/declaration/chesno_2297,,,Насіров,Роман,Михайлович
8324,chesno_2618,Богуслаєв Вячеслав Олександрович,Богуслаєв,Вячеслав,Олександрович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"4,843,938.14",0,236777.45,0,0,0,36000,0,3740772,0,0,0,0,0,7223560,42738975,0,0,475.5,0,0,0,0,0,0,0,,,,,парламент,20.457768,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2618,,,Богуслаєв,Вячеслав,Олександрович
8483,chesno_180,Сігал Євген Якович,Сігал,Євген,Якович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"4,928,237.97",404727.37,192854.49,404727.37,0,0,0,0,0,0,35583.48,0,0,0,411078.11,0,83,0,0,0,0,0,0,0,0,0,,,,,парламент,25.55417802,0.08212415319,0,0,0,0,http://declarations.com.ua/declaration/chesno_180,,,Сігал,Євген,Якович
2858,chesno_1016,Короленко Михайло Костянтинович,Короленко,Михайло,Костянтинович,Міністр промислової політики України,Кабінет міністрів,Загальнодержавний регіон,2012,"5,058,396.00",27803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.2,108.2,0,0,0,0,0,0,0,0,,,,,кабмін,0,0.005496406371,0,0.5629552549,0,0,http://declarations.com.ua/declaration/chesno_1016,,,Короленко,Михайло,Костянтинович
2940,chesno_1896,Іванющенко Юрій Володимирович,Іванющенко,Юрій,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"5,060,060.93",0,171180.74,0,0,0,0,0,4888880.19,0,0,0,0,0,0,309771.25,0,0,270,0,0,0,4,0,0,0,"Mercedes-Benz SL600 ;Mercedes-Benz S550V 5461, 285, 510;Mercedes-Benz S600 5786, 380, 510;Mercedes-Benz Viano 2987, 165, 501",,2001;2007;2008;2008,,парламент,29.55975614,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_1896,,,Іванющенко,Юрій,Володимирович
5674,chesno_154,Іванющенко Юрій Володимирович,Іванющенко,Юрій,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,140,346.00",0,171689,0,0,0,0,0,4933807,0,34850,0,0,0,0,309771,0,235.5,270,0,0,0,4,1,0,0,"Mercedes-Benz S550V 5461 см3, 285 кВт, 510 см;Mercedes-Benz S600 5786 см3, 380 кВт, 510 см;Mercedes-Benz SL600 5786 см3, 380 кВт, 456 см;Mercedes-Benz Viano 2987 см3, 165 кВт, 501 см","Mercedes-Benz G55 AMG 5439 см3, 373 кВт, 466 см",2008;2007;2007;2008,2011,парламент,29.93986802,0,0,1000000,0,0.25,http://declarations.com.ua/declaration/chesno_154,,,Іванющенко,Юрій,Володимирович
3080,chesno_492,Мартиняк Сергій Васильович,Мартиняк,Сергій,Васильович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,175,409.00",0,0,0,0,0,0,0,1269941,0,0,0,0,0,0,184,168.7,0,496.4,0,0,0,2,0,0,0,"BMW X5 2993 см3, 172 кВт, 4853 см;KIA Sportage 1998 см3, 120 кВт, 4440 см",,2011;2011,,парламент,0,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_492,,,Мартиняк,Сергій,Васильович
3016,chesno_85,Полочанінов Володимир Геннадійович,Полочанінов,Володимир,Геннадійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"5,258,541.00",185949,26647,15609,0,0,0,0,161412,0,0,0,0,0,0,0,161,162,0,0,0,0,1,0,0,0,Land Rover Discovery 2993 куб. см,,2012,,парламент,197.3408264,0.03536132931,0,1.00621118,0,0,http://declarations.com.ua/declaration/chesno_85,,,Полочанінов,Володимир,Геннадійович
11043,chesno_365,Демішкан Володимир Федорович,Демішкан,Володимир,Федорович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,276,138.00",242679,96583,0,0,0,0,0,3502100,242679,0,0,0,0,1912464,0,0,124,0,0,0,0,2,0,0,0,"Audi 8 6300 см3, 368 кВт;Fiat  3000 см3, 150 кВт",,2011;2010,,парламент,54.62801942,0.04599557479,0,1000000,0,0,http://declarations.com.ua/declaration/chesno_365,,,Демішкан,Володимир,Федорович
450,chesno_550,Куровський Іван Іванович,Куровський,Іван,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,385,408.00",43808,209580,43808,0,0,0,0,0,0,34850,0,0,0,0,0,1434,349,635,400,0,0,1,1,0,1,"Land Rover Range Rover 4999 см3, 375 кВт","Mercedes-Benz HL350 3498 см3, 200 кВт",2011,2008,парламент,25.69619238,0.008134574019,0,0.2433751743,0.6299212598,1,http://declarations.com.ua/declaration/chesno_550,,,Куровський,Іван,Іванович
1106,vulyk_8_29,Євсіков Олексій Олександрович,Євсіков,Олексій,Олександрович,суддя вищого господарського суду україни,Вищий господарський суд,Загальнодержавний регіон,2014,"5,451,881.00",799009,243273,479813,0,0,0,0,249992,0,14616,0,0,0,0,5,22,266.6,0,0,0,904,2,0,0,0,Volkswagen Touareg;Volkswagen Touareg;,;;,2008;2014;,;;,суд,22.410547,0.1465565738,1000000,12.11818182,0,0,http://declarations.com.ua/declaration/vulyk_8_29,,,Євсіков,Олексій,Олександрович
3106,chesno_966,Новинський Вадим Владиславович,Новинський,Вадим,Владиславович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"5,590,354.00",384444,4417576,383558,0,0,1162832,0,9946,886,0,0,0,0,643347,2772693,1252.8,407.9,0,0,0,0,2,3,0,0,"Mercedes-Benz S500 4Matic 4663 куб.см, 320 кВт;Mercedes-Benz S500 4Matic 4663 куб.см, 320 кВт","Mercedes-Benz SL 5461 куб.см, 285 кВт;Mercedes-Benz CL500 4Matic 4663 куб.см, 320 кВт;Land Rover Range Rover Sport 2993 куб.см, 180 кВт",2011;2011,2008;2011;2010,парламент,1.265479983,0.06876916918,0,0.3255906769,0,1.5,http://declarations.com.ua/declaration/chesno_966,,,Новинський,Вадим,Владиславович
11056,chesno_757,Гриненко Андрій Валерійович,Гриненко,Андрій,Валерійович,Кандидат у президенти,Президент,Загальнодержавний регіон,2013,"5,604,055.00",1370614,0,26634,0,0,0,0,0,0,0,0,4384617,0,0,0,0,338.8,0,0,0,0,1,1,0,0,Mercedes-Benz GL500,Porsche Cayenne Turbo об'єм 4806,2008,2011,офіс президента,0,0.2445754012,0,1000000,0,1,http://declarations.com.ua/declaration/chesno_757,,,Гриненко,Андрій,Валерійович
11136,chesno_536,Звягільський Юхим Леонідович,Звягільський,Юхим,Леонідович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,616,081.00",0,202136,0,0,0,0,0,5196317,0,0,0,0,0,0,0,145.3,0,0,0,0,0,1,0,0,0,Lexus LX 570 270 кВт,,2008,,парламент,27.78367535,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_536,,,Звягільський,Юхим,Леонідович
5610,chesno_397,Байсаров Леонід Володимирович,Байсаров,Леонід,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,633,204.00",1273292,4539217,1027316,0,0,0,0,762721,68468,0,0,0,0,1401148,1765,241.1,0,276.3,0,0,0,0,2,0,0,,"Porsche Cayenne S 4800 см3, 283.17 кВт, 478.2 см;Toyota RAV4 1998 см3, 110.33 кВт, 420 см",,2009;2002,парламент,1.241007865,0.2260333551,0,0,0,1000000,http://declarations.com.ua/declaration/chesno_397,,,Байсаров,Леонід,Володимирович
429,chesno_2544,Льовочкіна Юлія Володимирівна,Льовочкіна,Юлія,Володимирівна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"5,643,793.00",0,165322,0,0,0,0,0,5297921,0,0,0,550,0,0,29570645,127.1,0,1322,0,0,0,8,0,0,0,Merсedes-Benz S500 L4M 5461;Bentley Flying Spur W12 6000;Scoda Octavia Tour 1.9 CDI 1898;Land Rover Range Rover 5.0 S/С 4999;Mercedes-Benz G500 5461;Lexus LX 570 5663;Lexus LX 570 5663;Land Rover Range Rover 5.0 4999,,2010;2013;2007;2014;2010;2011;2014;2010,,парламент,34.13818488,0,0,0,0,0,http://declarations.com.ua/declaration/chesno_2544,,,Льовочкіна,Юлія,Володимирівна
4305,vulyk_4_3_76,Ілько Олександр Васильович,Ілько,Олександр,Васильович,"начальник управління морегосподарського комплексу, транспорту та зв'язку одеської обласної державної адмінстрації",Обласна державна адміністрація,Одеська область,2014,"5,646,355.00",27049091,0,75515,0,0,0,0,0,0,0,0,0,0,0,0,23.8,141.6,0,0,0,0,1,1,0,0,Ford Mustang;;;;,Suzuki Grand Vitara;;,2007;;;;,2007;;,адміністрація,0,4.790540269,0,5.949579832,0,1,http://declarations.com.ua/declaration/vulyk_4_3_76,,,Ілько,Олександр,Васильович
11248,chesno_704,Сенченко Андрій Віленович,Сенченко,Андрій,Віленович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,647,612.00",336484,197654,0,0,0,0,0,327897,336484,35095,0,0,0,2811802,19647217,162.4,184.8,0,0,0,0,2,2,0,0,Land Rover Defender 2402 см3;Porsche Cayenne Turbo 4511 см3,Audi A8 4172 см3;Audi A8L 4172 см3,2007;2004,1997;2005,парламент,28.57322392,0.05957987199,0,1.137931034,0,1,http://declarations.com.ua/declaration/chesno_704,,,Сенченко,Андрій,Віленович
12062,vulyk_9_77,Резниченко Валентин Михайлович,Резниченко,Валентин,Михайлович,голова дніпропетровської обласної держадміністрації,Обласна державна адміністрація,Дніпропетровська область,2014,"5,749,210.00",0,534557,0,0,0,0,0,3490784,0,0,0,0,0,0,0,255.4,0,0,0,27908,0,5,0,0,0,Hyundai Coupe;Toyota Land Cruiser Prado;Land Rover Evoque;Lexus LX 470;Land Rover Range Rover,;;;,2004;2005;2012;2007;2014,;;;,адміністрація,10.75509253,0,0,0,0,0,http://declarations.com.ua/declaration/vulyk_9_77,,,Резниченко,Валентин,Михайлович
2952,chesno_2283,Міщенко Сергій Григорович,Міщенко,Сергій,Григорович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"5,773,767.03",518605.63,170422.1,16985,0,0,0,0,344.93,1620.63,0,0,0,0,43654.98,0,81.4,0,316.6,0,0,0,0,1,0,0,,"Suzuki Grand Vitara 2000 куб. см, 103 кВт",,2006,парламент,33.87921537,0.0898210176,0,0,0,1000000,http://declarations.com.ua/declaration/chesno_2283,,,Міщенко,Сергій,Григорович
6514,vulyk_9_7,Корбан Олег Борисович,Корбан,Олег,Борисович,заступник голови київської обласної державної адмінстрації,Обласна державна адміністрація,Київська область,2014,"5,783,627.95",1845000,77960.95,0,0,0,0,0,0,0,0,1845000,0,0,140250,0,0,195.3,0,25.85,58209,35200,0,0,0,0,;;;;,;;;,;;;;,2001;;;,адміністрація,74.18621695,0.3190039221,0.6047174836,1000000,1000000,0,http://declarations.com.ua/declaration/vulyk_9_7,,,Корбан,Олег,Борисович
3160,chesno_2426,Дубневич Богдан Васильович,Дубневич,Богдан,Васильович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"5,835,342.00",849334,129356,0,0,0,0,0,5705986,0,0,0,0,0,25076,865905,1126.1,2506.13,2865.05,441.9,0,0,4,1,0,0,"ГАЗ 21 ""Волга"" 2445 куб.см;Toyota Land Cruiser 200 4461 куб.см;ГАЗ 21 ""Волга"" 2100 куб.см;ГАЗ 21 ""Волга"" 2100 куб.см",Audi Q7 3.0 TDI 3000 куб.см.,1963;2014;1960;1967,2007,парламент,45.11071771,0.1455499952,0,2.225495071,0.1542381459,0.25,http://declarations.com.ua/declaration/chesno_2426,,,Дубневич,Богдан,Васильович
424,chesno_212,Поляков Василь Леонідович,Поляков,Василь,Леонідович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"5,843,555.00",15000,13555,15000,0,0,0,0,0,0,0,0,5830000,0,11004205,0,0,108.7,0,0,0,0,0,3,0,0,,"BMW X540d 4000 см3, 225 кВт;Mercedes-Benz B200 2034 см3, 103 кВт;Mini Countryman 1995 см3, 105 кВт",,2011;2009;2011,парламент,431.0995942,0.002566930576,0,1000000,0,1000000,http://declarations.com.ua/declaration/chesno_212,,,Поляков,Василь,Леонідович
512,chesno_2643,Кучер Микола Іванович,Кучер,Микола,Іванович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"6,515,470.46",21601.15,6515470.46,21601.15,0,0,0,0,0,0,0,0,0,0,0,0,112.4,0,0,0,0,0,0,0,0,0,,,,,парламент,1,0.003315363047,0,0,0,0,http://declarations.com.ua/declaration/chesno_2643,,,Кучер,Микола,Іванович
508,chesno_2425,Гудзенко Віталій Іванович,Гудзенко,Віталій,Іванович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"6,516,747.00",37704,55324,37704,0,0,0,0,4420000,0,0,0,1788690,0,0,0,0,153,98,294,0,0,2,1,0,0,"УАЗ 31512 2445 куб.см, 78 к.с., 54,7 кВт, 425 см;Mercedes-Benz S550 5461 куб.см, 388 к.с., 285 кВт, 5075 см","BMW X6 (E71) xDrive35i AT 2979 куб.см, 306 к.с., 225 кВт, 4877 см",1990;2008,2011,парламент,117.7924047,0.005785708729,0,1000000,3,0.5,http://declarations.com.ua/declaration/chesno_2425,,,Гудзенко,Віталій,Іванович
566,chesno_2017,Фурсін Іван Геннадійович,Фурсін,Іван,Геннадійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"6,529,653.93",24158,229653.93,24158,0,0,0,0,0,0,0,0,0,0,0,3043233,370.3,45,711.3,222.8,0,0,5,2,0,0,Hyundai Sonata 2.4;Toyota Highlander 3.5;Mercedes-Benz S500 5.5;Land Rover Range Rover 4.2;Mercedes-Benz S500 5,"Lexus LX 570 5700 куб.см., 282 кВ;Nissan Patrol 4800 куб.см., 280 кВт",2012;2012;2010;2006;2006,2011;2003,парламент,28.43258084,0.003699736657,0,0.1215230894,0.3132292985,0.4,http://declarations.com.ua/declaration/chesno_2017,,,Фурсін,Іван,Геннадійович
8412,chesno_2316,Андрієвський Дмитро Йосипович,Андрієвський,Дмитро,Йосипович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"6,591,683.00",18000,176871,18000,0,0,0,0,0,0,0,0,0,0,0,22011,182.3,266.5,360,0,0,0,2,2,0,0,Toyota Camry 3500 куб. см;Bentley Continental 5998 куб. см,Mercedes-Benz S280 2996 куб. см;Peugeot 307 XS 20E 1997 куб. см,2007;2007,2008;2005,парламент,37.26830854,0.00273071384,0,1.461876029,0,1,http://declarations.com.ua/declaration/chesno_2316,,,Андрієвський,Дмитро,Йосипович
8506,chesno_2458,Валентиров Сергій Васильович,Валентиров,Сергій,Васильович,Депутат 8-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"6,605,791.00",99200,29272,0,0,0,0,0,5835887,0,0,0,0,0,0,0,135.4,0,0,0,0,0,0,1,0,0,,Honda CR-V 2354,,2007,парламент,225.6692744,0.01501712664,0,0,0,1000000,http://declarations.com.ua/declaration/chesno_2458,,,Валентиров,Сергій,Васильович
8437,chesno_2279,Кулініч Олег Іванович,Кулініч,Олег,Іванович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2014,"6,620,532.00",7413,172009,0,0,0,0,0,2991907,0,0,0,0,0,0,0,0,0,1012.5,0,0,0,1,0,1,0,"Volkswagen Touareg 2967 куб. см, 165 кВт, 479,5 см",,2006,,парламент,38.48945113,0.001119698538,0,0,0,0,http://declarations.com.ua/declaration/chesno_2279,,,Кулініч,Олег,Іванович
411,chesno_924,Куніцин Сергій Володимирович,Куніцин,Сергій,Володимирович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2013,"6,662,477.00",6385757,255321,0,0,0,0,0,2207156,2185757,0,0,0,0,3212916,0,0,0,0,398.8,0,0,1,2,0,0,УАЗ 31519 - 023 2700,Audi Q7 2967;BMW X6 2993,2005,2013;2013,парламент,26.0945124,0.9584658979,0,0,1000000,2,http://declarations.com.ua/declaration/chesno_924,,,Куніцин,Сергій,Володимирович
11180,chesno_66,Сенченко Андрій Віленович,Сенченко,Андрій,Віленович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"6,704,940.72",960449.51,206984.01,0,0,0,0,0,917269.65,960449.51,0,0,0,0,97309.78,18098382,162.4,184.8,0,0,0,0,2,2,0,0,Porsche Cayenne Turbo 4511 куб. см;Land Rover Defender 2402 куб. см,Audi A8 4172 куб. см;Audi A8L 4172 куб. см,2004;2007,1997;2005,парламент,32.39352025,0.1432450412,0,1.137931034,0,1,http://declarations.com.ua/declaration/chesno_66,,,Сенченко,Андрій,Віленович
6931,vulyk_16_134,Мишков Ярослав Євгенович,Мишков,Ярослав,Євгенович,прокурор червонозаводського району м. харкова,Прокуратура,Харківська область,2014,"6,845,777.00",1004033,182061,16933,16291,0,0,0,0,0,0,0,6545000,0,0,0,92.4,194.5,0,339.4,0,2312,1,1,0,0,Jeep Wrangler;;,Mercedes-Benz ML 350;;;;;;,2013;;,2012;;;;;;,прокуратура,37.60155662,0.1466645788,1000000,2.104978355,1000000,1,http://declarations.com.ua/declaration/vulyk_16_134,,,Мишков,Ярослав,Євгенович
8446,chesno_462,Миримський Лев Юлійович,Миримський,Лев,Юлійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"6,892,739.00",10194304,113049,22352,0,0,0,0,0,0,0,0,0,326569,0,647492,71.3,159.2,0,223.7,0,0,1,5,0,0,Mercedes-Benz  5461 см3,BMW 325i Cabrio 2497 см3;BMW X5 2996 см3;BMW X6 2979 см3;Porsche Cayenne S 3189 см3;Porsche Panamera 3605 см3,2008,2007;2008;2010;2005;2011,парламент,60.9712514,1.478991733,0,2.232819074,1000000,5,http://declarations.com.ua/declaration/chesno_462,,,Миримський,Лев,Юлійович
2954,chesno_165,Мхітарян Нвєр Мнацаканович,Мхітарян,Нвєр,Мнацаканович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"6,926,703.00",15790,253830,15790,65500,0,0,0,2238,0,40800,0,0,0,1516,53109606,1099.4,202,3394.42,0,0,0,1,2,0,0,Mitsubishi Outlander 2360 см3,Mercedes-Benz S500 4966 см3;Toyota Prado 4000 см3,2009,2003;2007,парламент,27.28874837,0.002279583808,0,0.1837365836,0,2,http://declarations.com.ua/declaration/chesno_165,,,Мхітарян,Нвєр,Мнацаканович
5647,chesno_400,Бриченко Ігор Віталійович,Бриченко,Ігор,Віталійович,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2011,"6,953,236.00",444757,370566,14998,0,0,0,0,6572165,0,0,0,0,0,108984,0,0,0,143,0,0,0,1,0,0,0,"Skoda Super Ambition 1798 см3, 118 кВт, 483.8, см",,2008,,парламент,18.76382615,0.06396403056,0,0,0,0,http://declarations.com.ua/declaration/chesno_400,,,Бриченко,Ігор,Віталійович
5654,chesno_480,Калетник Оксана Миколаївна,Калетник,Оксана,Миколаївна,Депутат 7-го скликання,Верховна рада України,Загальнодержавний регіон,2012,"6,954,512.00",11600,93039,11600,0,0,0,0,3146473,0,0,0,0,0,0,1099000,227.59,0,0,0,0,0,2,2,0,0,BMW 85z 4.3 Оі;Land Rover  4.2,Active  1.0.0E 5 dA;Peugeot 107,2004;2008,2012;,парламент,74.74835284,0.00166798188,0,0,0,1,http://declarations.com.ua/declaration/chesno_480,,,Калетник,Оксана,Миколаївна
